usahawanid,namasyarikat,nodaftarssm,tahunmulaoperasi,bilanganpekerja,alamat1_ssm,alamat2_ssm,alamat3_ssm
A00608,,,2016,0,"NO. 22-A, KG MASJID TAWAI, 33300 GERIK, PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00609,,,2019,0,"LOT 253, KG BELUM BARU, 33300 GERIK, PERAK.","GERIK, 33300","HULU PERAK, PERAK"
A00610,,,2017,0,"NO. 64-G, RANC. PERUMAHAN AWAM BATU 2, 33300 GERIK, PERAK.","GERIK, 33300","HULU PERAK, PERAK"
A00611,ISMA GLOBAL,IP0531794-T,2019,0,"NO. 37-C, KG ULU KENDERONG,33300 GERIK, PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00612,,,2011,0,"NO.103, JALAN HAJI ABAS, KG KAKI BUKIT TAWAI, 33300 GERIK,","GERIK, 33300","HULU PERAK, PERAK"
A00613,APAK AYE,IP0400366-W,2015,0,"NO. 70-F, KG SAWA, KENERING, 33410 LENGGONG,","LENGGONG, 34100","HULU PERAK, PERAK"
A00614,FSSITI EMPIRE,IP0546074-U,2014,0,"NO. 39-A, KG BELUM BARU, 33300 GERIK,","GERIK, 33300","HULU PERAK, PERAK"
A00615,AHM AIN HYSPEED MOTO,IP0396343-A,2014,0,"NO. 157, FELDA LAWIN SELATAN,33410 LENGGONG,","GERIK, 33300","HULU PERAK, PERAK"
A00616,,,2017,0,"NO. 3, KG PULAU BELAYAR, 33300 GERIK,","GERIK, 33300","HULU PERAK, PERAK"
A00617,RIMBA EMAS 18 ENTERPRISE,AC0021870-V,2017,0,"NO. 6, KG PAHAT LUAR, 33320 GERIK, PERAK.","GERIK, 33300","HULU PERAK, PERAK"
A00618,,,2006,0,"NO.9, KG GANDA TEMENGGOR,33300 GERIK, PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00619,,,2011,0,"NO. 101, KAMPUNG MALAU, KENERING, 33410 LENGGONG, PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00620,QASSNA ENTERPRISE,IP0156080-A,2019,0,"NO. 6, KEDAI MDG, PEKAN LAWIN, 33300 GERIK, PERAK.","GERIK, 33300","HULU PERAK, PERAK"
A00621,KENAYAT MAJU ENTERPRISE,IP0440625-W,2008,0,"LOT 951 ,KG KENAYAT 33300 GERIK, PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00622,JAMALIAH BINTI KASIM,003176750-D,2007,0,"NO.74-A, KG BELUM BARU, 33300 GERIK, PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00623,,,2020,0,"KG BANGGOL BATU, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00624,KELUARAN HASANAH ENTERPRISE,AC0017389-X,2010,0,"LOT 373, KG ULU JEPAI GELOK","LENGGONG, 33400","HULU PERAK, PERAK"
A00625,,,2017,0,"KG LUAT, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00626,IZZ ZH ENTERPRISE,IP0424674-A,2014,0,"NO. 199, KAMPUNG CHEPOR, 33400 LENGGONG, PERAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00627,FAR RECIPE ENT,AC0020957-K,2013,0,"NO A2 BANGUNAN ARKED MARA, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00628,MOHD FIRDAUS B. ZULKAFLI,IP0421375-M,2017,0,"DATARAN LENGGONG,33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00629,HAMIZATEL ENTERPRISE,IP0327910-U,2009,0,NO 10 KG PENGKALAN IKAN KUAK 33400 LENGGONG PERAK,"LENGGONG, 33400","HULU PERAK, PERAK"
A00630,JK VISION TRADING,SA0039339-X,2006,0,"NO48, KG PELAGUT, KUAK, 33400 LENGGONG, PERAK DARUL RIDZUAN.","LENGGONG, 33400","HULU PERAK, PERAK"
A00631,PULAU CHERI ENT.,IP0305538-A,2006,0,"NO. B9, KG. PULAU CERI LUAT, LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00632,KOTA TAMPAN ENTERPRISE,IP0328728-X,2007,0,"KG BANGGOL BATU, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00633,BENG KUPI ENT,IP0445137-P,2016,0,"KG.BENG, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00634,AKRAMHERLYZA ENTERPRISE,IP0536787-K,2017,0,KG BUKIT SAPI,"LENGGONG, 33400","HULU PERAK, PERAK"
A00635,AZKA AMALI ENTERPRISE,IP0447525-X,2016,0,"NO 33,TMN BNDR BARU LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00636,,,2009,0,"KAMPUNG ULU JEPAI, GELOK, LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00637,,,2015,0,"NO 143, BLOK H, TAMAN KOTA TAMPAN, 33400, LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00638,SUMPITAN JATI ENTERPRISE,IP0234752-T,2003,1,GERAI NO 1 KG SUMPITAN,"LENGGONG, 33400","HULU PERAK, PERAK"
A00639,,,2018,0,"KG GUA BADAK, JALAN BUKIT SAPI","LENGGONG, 33400","HULU PERAK, PERAK"
A00640,MUSS TRADING,KT0365523-D,2001,2,"KG CHAIN, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00641,DAIYA BAKERI,002196356-M,2016,1,"NO.189,KG. KELANTAN, 33400 LENGGONG, PERAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00642,NURMAGIKA ENTERPRISE,IP0452382-H,2016,0,NO 140 JALAN UTAMA KAMPUNG SUMPITAN,"LENGGONG, 33400","HULU PERAK, PERAK"
A00643,NZH COLLECTION,IP0292601-P,2009,1,"NO. 3 ATAS PASAR AWAM LENGGONG, 33400 LENGGONG PERAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00644,NURUL AIMAN ARIF BIN MOHIYUDIN,IP-0520055-K,2006,2,"NO.15 PASAR BESAR, 33400, LENGGONG PERAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00645,RAHMAH FROZEN ENTERPRISE,IP0396926-P,2010,2,"KG TELOK BATU 33400 LENGGONG, PERAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00646,,,2020,0,"NO. 67, KAMPUNG CHANGKAT BERANGAN, 33400, LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00647,WARISAN DERANI ENTERPRISE,IP0440625-W,2010,1,"KG.CHEPOR,33400 LENGGONG, PERAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00648,TAM  FROZEN ENTERPRISE,IP0443710-V,2006,5,"NO 174, KAMPUNG MASJID LAMA, 33400 LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00649,,,2020,0,"NO 97, KG RABAN, 33400 LENGGONG, PERAK DARUL RIDZUAN.","LENGGONG, 33400","HULU PERAK, PERAK"
A00650,SANAS KUAK ENTERPRISE,IP0388449-D,2005,0,NO 161 KG PELAGUT KUAK 33400 LENGGONG,"LENGGONG, 33400","HULU PERAK, PERAK"
A00651,,,2014,0,"NO 32, KG RABAN, 33400 LENGGONG, PERAK DARUL RIDZUAN.","LENGGONG, 33400","HULU PERAK, PERAK"
A00652,HUZEER ENTERPRISE,IP0282856-V,2016,2,"NO96 KG BELUKAR KUNYIT, KUAK","LENGGONG, 33400","HULU PERAK, PERAK"
A00653,ENAL JAYA ENTERPRISE,IP0233128-M,1998,1,KG TENGAH KUAK 33400 LENGGONG,"LENGGONG, 33400","HULU PERAK, PERAK"
A00654,SANISA BT MAT HASSAN,AC0020957-K,2016,1,"KG ULU JEPAI, GELOK, 33400 LENGGONG, PERAK DARUL RIDZUAN","LENGGONG, 33400","HULU PERAK, PERAK"
A00655,NAADS HARMONY ENTERPRISE,IP0510489-T,2015,2,BANGUNAN  HADAPAN PASAR AWAM MAJLIS DAERAH LENGGONG,"LENGGONG, 33400","HULU PERAK, PERAK"
A00656,HAMIDAH BINTI SABKI,003253614-K,2015,1,NO 108 KG CHEPOR,"LENGGONG, 33400","HULU PERAK, PERAK"
A00657,S&N GLOBAL AGROFARM,IP0532343-P,2019,1,LOT 3480 KG TEMELONG,"LENGGONG, 33400","HULU PERAK, PERAK"
A00658,ASRAF LIVESTOCK FARM,003254953-T,2019,0,NO 69 TAMAN KOTA TAMPAN,"LENGGONG, 33400","HULU PERAK, PERAK"
A00659,SYAKYARO MEGA,IP0458680-A,2019,0,NO 36 KG RABAN,"LENGGONG, 33400","HULU PERAK, PERAK"
A00660,SYUHAIMA BINTI ZAINON,IP0616858,2019,1,NO 162 KG CHEPOR,"LENGGONG, 33400","HULU PERAK, PERAK"
A00661,F H WARISAN ENTERPRISE,IP0340880,2009,1,"NO 34 KG BUKIT, TELUK BATU","LENGGONG, 33400","HULU PERAK, PERAK"
A00662,DIK CA ENTERPRISE,IP0474102-V,2015,2,NO 87 KG CHANGKAT BERANGAN,"LENGGONG, 33400","HULU PERAK, PERAK"
A00663,,,2013,0,NO 141 KG TEMELONG,"LENGGONG, 33400","HULU PERAK, PERAK"
A00664,TAKAU RAKIT ENTERPRISE,TR0224830-P,2019,0,"NO 42 LORONG SRI BERANGAN 3, KG CHANGKAT BERANGAN","LENGGONG, 33400","HULU PERAK, PERAK"
A00665,NUR AISYARA ENTERPRISE,IP0423480-M,2015,3,E23 KG LUAT,"LENGGONG, 33400","HULU PERAK, PERAK"
A00666,,,2019,0,NO 13 KG BENG,"LENGGONG, 33400","HULU PERAK, PERAK"
A00667,HANA CORNER,IP0520584-T,2011,1,"LORONG TOK MEKNGAH, KG KUBANG JAMBU","LENGGONG, 33400","HULU PERAK, PERAK"
A00668,NA FRESH FISH ENTERPRISE,003065217-H,2020,1,"NO 27, KG BUKIT SEKOLAH, BENG","LENGGONG, 33400","HULU PERAK, PERAK"
A00669,GUNTING RAMBUT YANIE,IP0295298-D,2010,0,"KG TELUK BATU,LENGGONG","LENGGONG, 33400","HULU PERAK, PERAK"
A00670,,,2016,0,"NO 11B,KG JAGOR,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00671,FOREZKI DAMAI ENTERPRISE,KC0044939-P,2016,2,"TINGKAT 2,BANGUNAN ARKED MARA,33300 GERIK","GERIK, 33300","HULU PERAK, PERAK"
A00672,,,2015,0,"NO 53-A, JALAN INTAN KAMPUNG PLANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00673,CAHAYA BINTANG MUTIARA ENTERPRISE,IP0450862-X,2015,0,PB 5/1PASIR BUAYA KAMPONG PERAH,"GERIK, 33300","HULU PERAK, PERAK"
A00674,MD KERISIK ENTERPRISE,KC 0048956-A,2015,0,"NO 50,KG PADANG STANG,33310 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00675,,,2015,0,"NO 23 KG PLANG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00676,NISA IRFAN ENTERPRISE,IP0485307-K,2016,0,"NO 13,KG GERIK,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00677,SHAM USAHA JAYA ENTERPRISE,IP0343272,2016,0,"NO 1, KG BANGGOL SEKAWAN PLANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00678,,,2016,0,"NO 101-D,KG KERUNAI,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00679,GOLDIE ONE ENTERPRISE,IP0388597-P,2016,0,302 JALAN SULTAN YUSOF,"GERIK, 33300","HULU PERAK, PERAK"
A00680,,,2016,0,"NO 8,KG BAGAN LAMA,BERSIA LAMA,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00681,,,2016,0,"NO 22,KG ALAI MUKIM PLANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00682,D RAMBAI,IP0401460-D,2016,0,"NO 57A,KG PADANG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00683,,,2016,0,"NO 35-A,KG BAGAN BARU,BERSIA LAMA,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00684,BANDARIANG ENGINEERING AND CONTRUCTION,AC0007271-K,2016,0,"NO 26-A,KG BANDARIANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00685,,,2016,0,"NO 8 KG PADANG STANG,33310 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00686,,,2016,0,"NO 43,KAMPUNG PADANG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00687,KJRINI USAHA ENTERPRISE,KC0042469-K,2016,0,"NO 58,BLOK F,TAMAN RPA 3,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00688,MAIMUNAH BT ABDUL WAHAB,IP0270244-M,2016,0,"NO 139,KAMPUNG BONGOR,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00689,,,2016,0,"IG KAMPUNG KUALA KENDERONG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00690,MUHAMAD ZULAFIRUL BIN ZULKIFLI,IP04235703-K,2016,0,"NO 4 KG RANCANGAN PLANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00691,ZAZIMA EBT,IP0526501-T,2016,0,NO 76 LORONG 4 TAMAN DESA PERMATA,"GERIK, 33300","HULU PERAK, PERAK"
A00692,IZ FOOD ENTERPRISE,002950803-U,2016,0,NO 71 BLOK G,"GERIK, 33300","HULU PERAK, PERAK"
A00693,NORAIN FAMILY ENTERPRISE,201903109904 (002961212-M),2016,0,NO 81 JALAN LANGSAT TAMAN SINARAN 33300 GERIK PERAK,"GERIK, 33300","HULU PERAK, PERAK"
A00694,CHU NORIAH ENTERPRISE,IP0319776-D,2016,0,"NO 52,KAMPUNG BERSIA LAMA,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00695,RAZZ NAUFAL ENTERPRISE,002961140-U,2015,0,NO107 KAMPUNG BONGOR,"GERIK, 33300","HULU PERAK, PERAK"
A00696,,,2015,0,"NO 40B,KG PADANG STANG,33310 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00697,,,2015,0,"NO 80 B,KG KERUNAI,33310 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00698,ABW CERIA ENTERPRISE,PG0292606-A,2015,0,"NO 7,KG PADANG STANG,33310 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00699,ABDUL RAHMAN BIN ISMAIL INTERPRISE,PG0267463-A,2015,0,"NO 101 KG BONGOR,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00700,LAN SATAY ENTERPRISE,AC0013105-U,2015,0,"NO 8,KG AIR MUSANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00701,,,2015,0,"NO 1 KG JAGOR,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00702,TATAWWUR ENTERPRISE,IP0278015-V,2015,0,"KG KUALA KENDERONG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00703,,,2015,0,"NO 130-D,KG KERUNAI,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00704,,,2015,0,"NO 27,KG BANGGOL SEKAWAN,PLANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00705,,,2015,0,"NO KT BB 25,RUMAH KG TERSUSUN BANDARIANG,JLN TIMUR BARAT,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00706,,,2015,0,"NO 11,KG CHORONG PLANG 33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00707,SNS IDAMAN ENTERPRISE,IP0439824-P,2015,0,"NO 3,BATU 109,KG BANGGOL SEKAWAN,PLANG 33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00708,BRM COLLECTION,IP0452983-X,2015,0,"NO 69 A,KG BERSIA LAMA,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00709,,,2015,0,"NO 24B,KG PLANG 33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00710,"TELAPAK MAJU JAYA ENTERPRISE
",IP0455941-D,2015,0,BATU 103 JALAN KUALA RUI,"GERIK, 33300","HULU PERAK, PERAK"
A00711,HARD GYM ENTERPRISE,IP0426268-X,2015,0,"N0 15B,TINGKAT ATAS,TAMAN SEMARAK","GERIK, 33300","HULU PERAK, PERAK"
A00712,"TELAPAK MAJU JAYA ENTERPRISE
",IP0376226-H,2015,0,"NO 3B,KG ALAI MUKIM KERUNAI,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00713,,,2014,0,"NO 24,KG PAHIT DALAM MUKIM KERUNAI,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00714,,,2015,0,"NO 7 A,KG KUALA KENDERONG,33300 GERIK","GERIK, 33300","HULU PERAK, PERAK"
A00715,AISYA NABIELLA ENTERPRISE,AC0021884-V,2018,2,"NO 16A,KG SIRA PANAS,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00716,PUSAT SERVIS MKH,IP0328193-T,2016,2,"NO 3,JALAN INDAH 1,TAMN INDAH,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00717,NURS A.M ENTERPRISE,202003225281 (TR0220793-P),2018,0,"LOT 8837 KG BAGAN BARU BERSIA LAMA,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00718,SZ IMPIAN CERIA ENTERPRISE,201803018352 (AS0389939-H),2019,0,"NO 42A,KG LALANG,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00719,HASNAH BINTI SUDIN,EB-A2020101000575,2020,0,JETI PAK AWI,"GERIK, 33300","HULU PERAK, PERAK"
A00720,SGL GLOBAL RESOURCES,202103078785(IP0553458-K),2018,2,"NO 68,KG BERSIA LAMA,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00721,INA HOMEMADE ENTERPRISE,202103092538(AS 0427634-A),2019,0,"NO 26,KG KERUNAI,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00722,,,2018,0,"NO 79A,JLN MASJID,KG BERSIA LAMA,33320 GERI PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00723,AIR RENGAT AGENSI,"201703005585
(IP0468337-M)",2018,0,"KIOSK INSURANS,BUSSTOP HADAPAN BANGUNAN PERSEKUTUAN GERIK","GERIK, 33300","HULU PERAK, PERAK"
A00724,ABC CAMPSITE,CA0279488-V,2019,0,"KG PADANG STANG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00725,D TABAH ENTERPRISE,AS0310666-D,2018,0,"A8-A9,BAZAR MARA GERIK,JALAN ULU KENDERONG,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00726,MHZ YANIE ENTERPRISE,201903163840 (PG0476278-D),2019,0,SEKITAR PEKAN GERIK,"GERIK, 33300","HULU PERAK, PERAK"
A00727,DEKAN TUKUL,201703025742 (IP0469461-X),2018,0,"LOT 2244,ESTET PERINDUSTRIAN GERIK,KM11,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00728,APAI ENTERPRISE,"202003284841
(003177180-X)",2020,0,"NO 13A,KG PLANG HULU PERAK,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00729,ALRIFF ENTERPRISE,202103074732( 003247732-W),2018,0,"DEPAN RESTORAN DAPUR RUMBIA,JALAN SUDA BAHAGIA,33300 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00730,,,2020,0,"NO 21C,KG GERIK,33320 GERIK,PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00731,SHAH 21 CORNER,"202103085046
JR0118814-U",2017,0,"NO KPA-40/1A KG PAHAT LUAR,33320 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00732,,,2020,0,"NO 151 A,KAMPUNG KERUNAI,33310 GERIK PERAK","GERIK, 33300","HULU PERAK, PERAK"
A00733,BH PRO DETAILING,PG0477638-V,2018,1,"NO 139, KG BARU KUAK LUAR","P.HULU, 33100","HULU PERAK, PERAK"
A00734,NORLIZA BINTI MOHD NOOR,KC0004058-W,2009,1,"LOT 162B, JALAN PONDOK KG KUAK LUAR","P.HULU, 33100","HULU PERAK, PERAK"
A00735,HIKMAH MAJU JAYA ENT,IP0322066-M,2010,2,"LOT 1283, JALAN FELDA NENERING, KG BUKIT JERAI, AIR PANAS","P.HULU, 33100","HULU PERAK, PERAK"
A00736,,,2018,0,"124 KAMPUNG SELARONG, LORONG BEKUAI 2","P.HULU, 33100","HULU PERAK, PERAK"
A00737,,,2019,0,NO 212 KAMPONG TASEK,"P.HULU, 33100","HULU PERAK, PERAK"
A00738,,,2015,0,"NO 55 C KG PDG JENERIS SELARONG, PENGKALAN HULU","P.HULU, 33100","HULU PERAK, PERAK"
A00739,HAFIZA BINTI HASHIM,KC0055093-U,2016,0,132 KAMPUNG KUAK TENGAH,"P.HULU, 33100","HULU PERAK, PERAK"
A00740,HILLY AL HAYAT,IP0480981-W,2004,0,LOT 4651 KAMPUNG BARU KUAK LUAR,"P.HULU, 33100","HULU PERAK, PERAK"
A00741,,,2018,0,"KEDIAMAN ABU NUR, KG SIMPANG PULAI","P.HULU, 33100","HULU PERAK, PERAK"
A00742,,,2015,0,NO73 KAMPUNG PADANG KOTA SELARONG,"P.HULU, 33100","HULU PERAK, PERAK"
A00743,,,2015,0,"KAMPUNG SELARONG, BEKUAI 1","P.HULU, 33100","HULU PERAK, PERAK"
A00744,LOMPAT TINGGI ENTERPRISE,KC0046512-D,2017,5,33A KAMPUNG KUAK HULU,"P.HULU, 33100","HULU PERAK, PERAK"
A00745,DELTA DINAMIK ENTERPRISE,KC0024679-W,1996,1,"C5 GERAI MAJLIS DAERAH, JALAN BETONG,","P.HULU, 33100","HULU PERAK, PERAK"
A00746,MOHD JAMALI ENTERPRISE,AS0280047-U,2017,2,"LOT 4075 GOK YONG, KG KUAK LUAR, NO 2 GERAI SEROJA TMN SRI KROH,","P.HULU, 33100","HULU PERAK, PERAK"
A00747,SUTERA INDAH ENTERPRISE,IP0180424-U,2018,1,"NO 10 BAZAR BUMBUNG HIJAU,","P.HULU, 33100","HULU PERAK, PERAK"
A00748,MM CONNECTION SERVICES,003011059-T,2019,2,NO 3706 KG BARU KUAK LUAR,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00749,MUSTAFFA KH ENTERPRISE,003065398-K,2019,0,"NO.8 KAMPUNG BUKIT JERAI, JALAN LEPANG NENERING","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00750,EZZAINUR ENTERPRISE,001805650-K,2009,2,"NO 120, KG KUAK HULU,","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00751,JENERIS ENTERPRISE,IP0363166-M,2012,2,"NO.37, KG.PDG.JENERIS, KG.SELARONG","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00752,NUR MARIANI BINTI MD ISA,KC00500005-W,2019,0,64A KAMPUNG PADANG KOTA,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00753,HIDAYU BERKAT ENTERPRISE,KC0023205-H,2015,2,"PERTUBUHAN PELADANG, LOT 5 & 7, JALAN ISKANDAR","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00754,SAFINAH BINTI SALLEH,AC0013111-A,2012,2,"NO 68, KG SELARONG","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00755,KARIM SAHA ENTERPRISE,IP0202813-V,2020,0,"NO 125,LORONG PADANG BRKUAI 2, KG SELARONG","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00756,,,2018,0,42 KG TOK KETUA KUAK HULU 33100 PENKALAN HULU PERAK,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00757,,,2017,0,"NO.83, KG BONGGOL TEMAK, KUAK HULU","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00758,DEQXMAH ENT,IP0452201-D,2014,1,"NO 14-B, KG PAHIT LUAR","GERIK, 33320","HULU PERAK, PERAK"
A00759,SITI RUBAIYAH BINTI MOHD TOLLAH,KC0055447-K,2020,1,"2B/13/2 KG BARU BELAKANG MASJID SELARONG,","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00760,RS BARAKAH ENT,KC0019957-A,2013,0,68A KAMPUNG PADANG KOTA SELARONG,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00761,SYAUQINA KITCHEN,AS0409285-X,2018,1,"LOT 870, JALAN BARU, KG KUAK HULU","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00762,IZZRINA ENTERPRISE,PG0308549-T,2011,1,"NO. 75, KG KUAK HULU","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00763,KAK YAH SPA,IP0516039-V,2010,0,KS 18/12 KAMPUNG PADANG KOTA,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00764,,,2017,0,"NO. 52, KG SELARONG","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00765,BIGSTAR RISING ENTERPRISE,AS0407002-H,2013,0,34 KG TASEK,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00766,NOOR ZAINON BINTI ZAKARIA@ZAINOL,IP0551313-A,2018,1,"LOT 121 KG BARU KUAK LUAR
KUAK LUAR
33100 PENGKALAN HULU
PERAK","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00767,AYUMILLA ENTERPRISE,002981342-V,2014,0,"NO 3A BATU 116,KG PAHIT LUAR,33320 GERIK PERAK","PENGKALAN HULU, 33320","HULU PERAK, PERAK"
A00768,AMPHAI A/P IN KIEW,003106583-V,2002,0,116 KAMPUNG TASEK,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00769,RESTAURANT SHAHAZ,IP0086948-V,2013,0,"NO 3, RUMAH KEDAI MARA, 33100 PENGKALAN HULU PERAK","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00770,SANUSI BERKAT ENTERPRISE,KC0027257-W,2002,0,"A1 TINGKAT ATAS, JALAN BENTONG, 33100 PENGKALAN HULU PERAK","PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00771,NADIRATULNAIM BINTI ZULFIFLI,IP0423236-M,2018,0,NO 18 C KAMPUNG SELARONG,"PENGKALAN HULU, 33100","HULU PERAK, PERAK"
A00772,TIDAK DAFTAR,,2011,2,,,
A00773,TIDAK DAFTAR,,2017,1,,,
A00774,SERI ISKANDAR MAJU ENTERPRISE,IP0413824-M,2013,3,"NO.37 JALAN MAJU DAMAI, TAMAN MAJU, SERI ISKANDAR","SERI ISKANDAR, 32610","PERAK TENGAH, PERAK"
A00775,KEKAL MAJU ENTERPRISE,IP0312307-U,2018,2,"NO.80, KG. TALANG, JLN. BERUAS, 32800 PARIT, PERAK","PARIT, 32800","PERAK TENGAH , PERAK"
A00776,BANG CHIK 94 ENTERPRISE,201803151497 (IP0501252-D),2017,3,"BATU 1 3/4, KAMPUNG BIDARA","PARIT, 32800","PERAK TENGAH, PERAK"
A00777,ONE FOOD UMI ENTERPRISE,IP0379078-X,2012,2,"KG.TELOK SAREH,MUKIM PULAU TIGA,36800 KG.GAJAH PERAK","KG.GAJAH, 36800","PERAK TENGAH, PERAK"
A00778,BERKAT FARIS ENTERPRISE,IP0523625-A,2019,2,"NO. 185 KAMPUNG RAJA, BLANJA KANAN","SERI ISKANDAR, 32800","PERAK TENGAH, PERAK"
A00779,TIDAK DAFTAR,,2000,1,,,
